orderid,createdtimestamp,iscancelled,isconfirmed,maxfulfillmentstatusid,minfulfillmentstatusid,ordertypeid,orgid,sellinglocationid,messageid,utmcampaign,utmmedium,utmsource,customeremail,fulfillmentstatus,alternateorderid,order_source,payment_method,shipping_method,customer_type,device_type,browser
122000382,2025-02-02T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC7897,45d27e0a-7b28-4dcf-9a7e-83899b9c6457,fall_clearance,cpc,instagram,customer3744@email.com,Fulfilled,ALT828813,CALL_CENTER,APPLE_PAY,OVERNIGHT,NEW,APP,Mobile Safari
122000383,2021-11-23T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC1447,61c7d533-9ff3-43f6-9048-69817769173b,fall_clearance,organic,google,customer3077@email.com,Shipped,ALT180595,CALL_CENTER,PAYPAL,EXPRESS,VIP,TABLET,Firefox
122000384,2020-02-28T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC3476,ff33f9f7-2c67-495e-b9a3-4a5eab6f1935,cyber_monday,organic,instagram,customer3873@email.com,Fulfilled,ALT920539,MOBILE_APP,GIFT_CARD,EXPRESS,NEW,TABLET,Chrome
122000385,2021-08-17T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC7765,6a40200c-37a8-412e-a11d-432e85ad1b2d,new_year,organic,facebook,customer8211@email.com,Processing,ALT768545,MOBILE_APP,DEBIT_CARD,SAME_DAY,VIP,DESKTOP,Firefox
122000386,2021-04-20T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC8802,29897b09-66f4-4c2b-81fd-4a0eb11017fd,fall_clearance,organic,twitter,customer9724@email.com,Fulfilled,ALT498249,IN_STORE,GIFT_CARD,OVERNIGHT,RETURNING,APP,Chrome
122000387,2023-03-28T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC6172,b19a4d4b-3730-4ed3-91ff-3542abab3442,black_friday,referral,google,customer2595@email.com,Shipped,ALT768387,CALL_CENTER,GIFT_CARD,SAME_DAY,VIP,TABLET,Firefox
122000388,2022-12-29T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC8554,06f0380b-197b-4178-83f6-5db133828388,new_year,referral,twitter,customer4961@email.com,Processing,ALT804527,MOBILE_APP,APPLE_PAY,OVERNIGHT,RETURNING,TABLET,Mobile Safari
122000389,2020-02-13T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC7737,99dee37e-22f2-49c1-9b79-3abc8b7e4d56,spring_sale,direct,google,customer8306@email.com,Fulfilled,ALT330074,CALL_CENTER,PAYPAL,EXPRESS,NEW,DESKTOP,Mobile Safari
122000390,2021-01-11T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC2995,8e1a5ec3-1df9-410c-b8ab-92d3295fa5a5,cyber_monday,email,google,customer3128@email.com,Pending,ALT788279,MOBILE_APP,CREDIT_CARD,EXPRESS,VIP,TABLET,Edge
122000391,2020-11-06T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC6298,bf8b452c-25af-4d0f-87ed-d313aa5cac6e,fall_clearance,social,affiliate,customer2212@email.com,Fulfilled,ALT914854,WEBSITE,GIFT_CARD,PICKUP,VIP,DESKTOP,Firefox
122000392,2022-12-20T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC4287,49c2866d-ab50-4fa9-9950-4ec1be276dcf,black_friday,organic,facebook,customer9061@email.com,Fulfilled,ALT250861,IN_STORE,DEBIT_CARD,SAME_DAY,NEW,APP,Firefox
122000393,2021-02-27T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC8305,fccfc507-08db-4484-8ad5-5cf0651b591d,spring_sale,organic,facebook,customer1014@email.com,Fulfilled,ALT796889,IN_STORE,PAYPAL,EXPRESS,VIP,APP,Mobile Safari
122000394,2020-01-16T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC8144,16ddc51d-de46-4124-9465-29723d10a8a2,holiday_2024,referral,affiliate,customer2148@email.com,Shipped,ALT336817,WEBSITE,GIFT_CARD,PICKUP,NEW,TABLET,Firefox
122000395,2023-05-25T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC6985,c9542777-2905-44fb-965f-5c27f443e525,black_friday,cpc,google,customer8530@email.com,Cancelled,ALT903741,CALL_CENTER,DEBIT_CARD,EXPRESS,NEW,APP,Safari
122000396,2023-05-09T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC8970,295db44c-725c-40a6-8ead-f58f24f75939,spring_sale,referral,newsletter,customer4104@email.com,Fulfilled,ALT137432,MOBILE_APP,CREDIT_CARD,SAME_DAY,RETURNING,APP,Edge
122000397,2020-09-15T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC9186,bbf60a7d-5d3a-4fa5-b901-6538107214a8,black_friday,organic,google,customer1606@email.com,Fulfilled,ALT158777,CALL_CENTER,CREDIT_CARD,PICKUP,NEW,MOBILE,Mobile Safari
122000398,2025-02-20T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC4817,4ec87b1c-695a-4b51-a92c-2b92ae07df1c,spring_sale,email,twitter,customer3319@email.com,Pending,ALT785592,WEBSITE,GIFT_CARD,SAME_DAY,NEW,MOBILE,Safari
122000399,2020-02-28T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC2594,d31e4aa4-594a-4fbb-ab56-6a8c61e81e18,holiday_2024,direct,facebook,customer2047@email.com,Cancelled,ALT957179,WEBSITE,CREDIT_CARD,PICKUP,RETURNING,DESKTOP,Safari
122000400,2024-10-11T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC6312,b233257b-bcf2-487e-b805-f258829411e6,spring_sale,referral,bing,customer9943@email.com,Fulfilled,ALT437211,MOBILE_APP,CREDIT_CARD,SAME_DAY,RETURNING,TABLET,Chrome
122000401,2021-05-09T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC7060,f2682f5b-4697-405b-8231-db3cc5743060,black_friday,social,newsletter,customer4991@email.com,Shipped,ALT142675,MOBILE_APP,CREDIT_CARD,SAME_DAY,LOYALTY,MOBILE,Chrome
122000402,2025-06-17T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC2460,81e3bdfd-6fbf-4c27-8755-7fdc4ce2a100,cyber_monday,referral,bing,customer5648@email.com,Pending,ALT827191,IN_STORE,DEBIT_CARD,EXPRESS,RETURNING,TABLET,Mobile Safari
122000403,2025-01-18T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC3949,9679be8d-b0cb-44ca-8f50-5256caf25ed9,cyber_monday,organic,bing,customer2442@email.com,Processing,ALT966630,CALL_CENTER,PAYPAL,PICKUP,NEW,MOBILE,Safari
122000404,2021-04-26T00:00:00.000,True,False,4000,4000,PHONE,dxlg-us,LOC9842,7c456c8b-6618-4609-8e5f-2a40596dded0,black_friday,social,newsletter,customer4409@email.com,Fulfilled,ALT155646,MOBILE_APP,CREDIT_CARD,EXPRESS,LOYALTY,APP,Safari
122000405,2021-10-16T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC6966,72a3072c-0374-4ef9-9020-b2d29c211a76,fall_clearance,social,newsletter,customer5118@email.com,Fulfilled,ALT746781,IN_STORE,CREDIT_CARD,STANDARD,NEW,MOBILE,Safari
122000406,2020-04-29T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC4855,7af3a51b-1aab-443e-9fac-c4d468c5edcf,cyber_monday,organic,bing,customer6340@email.com,Pending,ALT308405,CALL_CENTER,DEBIT_CARD,STANDARD,VIP,MOBILE,Chrome
122000407,2022-08-29T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC4615,74a6c9fb-8a50-47cf-a818-d2745ebf0f6a,spring_sale,organic,bing,customer8936@email.com,Fulfilled,ALT557037,MOBILE_APP,DEBIT_CARD,SAME_DAY,LOYALTY,MOBILE,Edge
122000408,2024-03-09T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC6875,f27a154c-b4ef-4eb4-80da-1cde8cdd480c,fall_clearance,social,instagram,customer3084@email.com,Fulfilled,ALT825835,WEBSITE,PAYPAL,EXPRESS,NEW,APP,Edge
122000409,2024-09-09T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC5835,a102867f-03f8-46d0-b630-1c3b3a9e1443,black_friday,social,affiliate,customer3784@email.com,Shipped,ALT679606,MOBILE_APP,CREDIT_CARD,PICKUP,LOYALTY,MOBILE,Mobile Safari
122000410,2025-04-23T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC8014,acf01576-9267-437d-a1fe-6f4ee80bb9d2,cyber_monday,social,facebook,customer6362@email.com,Pending,ALT707615,MOBILE_APP,APPLE_PAY,EXPRESS,NEW,APP,Chrome
122000411,2020-06-13T00:00:00.000,True,False,2000,2000,STORE,dxlg-us,LOC8852,0bdb6482-296e-4a90-a809-1fd565ab958f,new_year,referral,affiliate,customer2605@email.com,Pending,ALT619344,MOBILE_APP,CREDIT_CARD,SAME_DAY,NEW,APP,Safari
122000412,2021-06-27T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC1260,03d24cef-25f7-4b13-8fd4-c83aeaaaa806,holiday_2024,referral,instagram,customer3650@email.com,Processing,ALT581592,WEBSITE,GIFT_CARD,PICKUP,RETURNING,APP,Safari
122000413,2024-02-26T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC2158,a3fbf9e3-38ca-43de-b017-5bcc7e47aae4,holiday_2024,referral,instagram,customer9698@email.com,Fulfilled,ALT410997,IN_STORE,PAYPAL,SAME_DAY,RETURNING,DESKTOP,Mobile Safari
122000414,2023-10-07T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC1844,dfdc74c7-511b-48ea-8b8a-c8c4e0a4ed59,spring_sale,organic,instagram,customer8624@email.com,Shipped,ALT142859,CALL_CENTER,PAYPAL,EXPRESS,NEW,MOBILE,Safari
122000415,2023-10-03T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC4437,596351aa-ed9b-4777-b92f-47f883bb6cbf,new_year,referral,affiliate,customer4693@email.com,Fulfilled,ALT469844,CALL_CENTER,APPLE_PAY,PICKUP,VIP,DESKTOP,Chrome
122000416,2024-03-07T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC8703,d5d26593-5b34-4db0-9c43-0df39bdbba81,cyber_monday,direct,twitter,customer9730@email.com,Fulfilled,ALT573933,CALL_CENTER,CREDIT_CARD,EXPRESS,LOYALTY,DESKTOP,Chrome
122000417,2024-05-19T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC2791,c04980d0-2a6b-4bc2-961b-4234fb56740c,summer_promo,cpc,google,customer3424@email.com,Pending,ALT257808,MOBILE_APP,APPLE_PAY,STANDARD,VIP,APP,Mobile Safari
122000418,2021-06-24T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC1351,e592965e-0be9-4fe1-a8b6-50d3dd37b5cd,fall_clearance,social,google,customer1361@email.com,Cancelled,ALT940946,MOBILE_APP,APPLE_PAY,OVERNIGHT,LOYALTY,TABLET,Firefox
122000419,2025-06-14T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC8503,b8edfd55-80c6-4965-a7f8-e5aeaec9f454,fall_clearance,direct,facebook,customer6021@email.com,Fulfilled,ALT927607,CALL_CENTER,DEBIT_CARD,PICKUP,VIP,TABLET,Chrome
122000420,2021-08-30T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC3634,1672a986-cac8-4839-8b9f-1e7f4ed560bc,cyber_monday,direct,instagram,customer3986@email.com,Fulfilled,ALT980103,MOBILE_APP,DEBIT_CARD,EXPRESS,NEW,DESKTOP,Firefox
122000421,2021-06-02T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC4361,26e37bbb-c9dc-4469-b2e6-85b9a829d254,black_friday,referral,google,customer6192@email.com,Fulfilled,ALT255130,CALL_CENTER,GIFT_CARD,SAME_DAY,RETURNING,TABLET,Chrome
122000422,2020-04-12T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC8504,39f0c0f4-d054-4250-b996-494604d6ff42,fall_clearance,social,google,customer9948@email.com,Shipped,ALT447372,CALL_CENTER,GIFT_CARD,OVERNIGHT,RETURNING,APP,Firefox
122000423,2021-04-05T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC2914,f4559128-95cd-4242-8aef-ca2c41e430d7,fall_clearance,email,newsletter,customer4610@email.com,Pending,ALT474754,WEBSITE,PAYPAL,STANDARD,RETURNING,MOBILE,Firefox
122000424,2022-03-12T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC2431,a63ce253-7dff-4755-8051-553de752d923,black_friday,organic,facebook,customer9035@email.com,Fulfilled,ALT732471,WEBSITE,PAYPAL,PICKUP,RETURNING,APP,Firefox
122000425,2024-04-30T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC6756,0b010286-cea0-43c2-a4a0-0ee9c3cd5336,fall_clearance,organic,affiliate,customer2435@email.com,Fulfilled,ALT863209,IN_STORE,GIFT_CARD,PICKUP,VIP,MOBILE,Edge
122000426,2024-08-23T00:00:00.000,False,True,4000,4000,WEB,dxlg-us,LOC3353,604f6fd5-52df-4ee8-a2a8-e4f5c164a5c4,summer_promo,cpc,newsletter,customer9606@email.com,Fulfilled,ALT169327,IN_STORE,CREDIT_CARD,STANDARD,LOYALTY,TABLET,Edge
122000427,2021-12-17T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC4264,99ac0b72-4e10-4e51-b2ab-7ca399ea3fe3,summer_promo,organic,instagram,customer9037@email.com,Fulfilled,ALT962767,CALL_CENTER,APPLE_PAY,OVERNIGHT,LOYALTY,APP,Safari
122000428,2020-04-19T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC5917,dc8c048d-e657-4135-a8f8-d2ab5b3a87f2,cyber_monday,referral,newsletter,customer3034@email.com,Processing,ALT798260,CALL_CENTER,GIFT_CARD,EXPRESS,LOYALTY,MOBILE,Chrome
122000429,2021-05-03T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC6927,59bf474b-d530-48de-a7f9-dec2a77821de,black_friday,organic,bing,customer8144@email.com,Cancelled,ALT370439,IN_STORE,CREDIT_CARD,OVERNIGHT,NEW,TABLET,Safari
122000430,2020-08-27T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC6855,4b8fee41-0733-4109-be67-9b35f6ff2f4a,summer_promo,email,instagram,customer6917@email.com,Pending,ALT767153,CALL_CENTER,CREDIT_CARD,OVERNIGHT,VIP,DESKTOP,Mobile Safari
122000431,2022-03-04T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC3738,e1fdaac9-dbe7-4e6f-bbfa-43f6b0e361ae,black_friday,cpc,affiliate,customer6180@email.com,Cancelled,ALT986041,CALL_CENTER,PAYPAL,OVERNIGHT,NEW,TABLET,Safari
122000432,2020-02-22T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC8944,1de41136-a151-4244-a3d3-53097b7f231d,holiday_2024,cpc,facebook,customer2678@email.com,Fulfilled,ALT262062,MOBILE_APP,DEBIT_CARD,SAME_DAY,NEW,APP,Edge
122000433,2020-11-08T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC8856,79dd0957-82e4-4c7e-97d5-a8e0bdd414a3,fall_clearance,cpc,twitter,customer6940@email.com,Fulfilled,ALT956727,IN_STORE,APPLE_PAY,SAME_DAY,VIP,MOBILE,Firefox
122000434,2020-04-27T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC3108,029cd7c7-091b-4b87-b8eb-a23a28aa8fe5,new_year,referral,facebook,customer4712@email.com,Fulfilled,ALT231432,MOBILE_APP,DEBIT_CARD,STANDARD,LOYALTY,DESKTOP,Chrome
122000435,2020-03-18T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC4217,71295469-67a3-48b3-affb-6cd7002090e3,spring_sale,email,affiliate,customer9412@email.com,Shipped,ALT162144,IN_STORE,CREDIT_CARD,OVERNIGHT,NEW,DESKTOP,Firefox
122000436,2020-02-12T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC4277,0c9061e3-1a58-47e5-a5a1-a772d846b17c,summer_promo,referral,instagram,customer1479@email.com,Fulfilled,ALT252627,CALL_CENTER,APPLE_PAY,OVERNIGHT,VIP,MOBILE,Mobile Safari
122000437,2022-09-17T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC1229,d4d84fcc-e849-484a-928a-1011b2965080,black_friday,social,twitter,customer4138@email.com,Fulfilled,ALT280117,WEBSITE,CREDIT_CARD,EXPRESS,LOYALTY,TABLET,Mobile Safari
122000438,2022-01-28T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC6813,0dafc0eb-38cc-4b3a-b0ef-eff86873bec5,holiday_2024,organic,facebook,customer9425@email.com,Fulfilled,ALT527376,WEBSITE,PAYPAL,STANDARD,LOYALTY,DESKTOP,Mobile Safari
122000439,2021-07-10T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC1665,6176dc8f-55ed-464f-9142-939a4c6a61b0,spring_sale,cpc,newsletter,customer2895@email.com,Pending,ALT397388,IN_STORE,APPLE_PAY,OVERNIGHT,LOYALTY,MOBILE,Mobile Safari
122000440,2024-07-26T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC2140,5ec96a67-ab86-4e06-bddf-747eef19d668,new_year,organic,twitter,customer7020@email.com,Fulfilled,ALT113406,IN_STORE,CREDIT_CARD,PICKUP,LOYALTY,DESKTOP,Chrome
122000441,2021-08-10T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC3764,ebcb39b5-493f-444a-8023-c9a7293b6585,spring_sale,cpc,facebook,customer6548@email.com,Fulfilled,ALT723861,IN_STORE,CREDIT_CARD,EXPRESS,LOYALTY,APP,Firefox
122000442,2023-01-23T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC6834,87598571-24f7-4a03-828f-3acb6411244a,holiday_2024,referral,bing,customer7626@email.com,Pending,ALT636256,CALL_CENTER,DEBIT_CARD,PICKUP,NEW,DESKTOP,Firefox
122000443,2025-06-27T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC1486,5955294c-cc52-4719-a5c5-da37385387e0,spring_sale,referral,google,customer2117@email.com,Pending,ALT811047,WEBSITE,DEBIT_CARD,PICKUP,VIP,MOBILE,Firefox
122000444,2021-01-29T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC8635,2ec17423-1999-4cec-8867-5cab4f8ee00d,summer_promo,cpc,twitter,customer9157@email.com,Pending,ALT629315,CALL_CENTER,APPLE_PAY,OVERNIGHT,NEW,DESKTOP,Edge
122000445,2021-05-02T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC8250,a9e2dd21-1746-4657-b296-80ed9d1edf10,holiday_2024,email,google,customer3897@email.com,Shipped,ALT791442,CALL_CENTER,DEBIT_CARD,PICKUP,LOYALTY,MOBILE,Firefox
122000446,2024-05-12T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC9837,67b5b702-983d-48b0-89e4-8dbb284e256e,black_friday,organic,newsletter,customer3560@email.com,Shipped,ALT158444,IN_STORE,PAYPAL,PICKUP,LOYALTY,TABLET,Firefox
122000447,2023-08-05T00:00:00.000,False,True,4000,4000,WEB,dxlg-us,LOC3100,a8660e57-daf2-4ff1-9ed6-075b315ed254,new_year,cpc,instagram,customer1440@email.com,Cancelled,ALT755520,CALL_CENTER,GIFT_CARD,STANDARD,LOYALTY,TABLET,Firefox
122000448,2024-08-14T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC5056,60f3f419-b35a-4dd2-a8f9-bc5ce3fd90e1,summer_promo,referral,instagram,customer2391@email.com,Processing,ALT168681,CALL_CENTER,CREDIT_CARD,OVERNIGHT,RETURNING,DESKTOP,Mobile Safari
122000449,2023-08-28T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC9433,03b058be-1640-4f2d-92c6-c985182004f8,holiday_2024,cpc,google,customer8695@email.com,Shipped,ALT123316,CALL_CENTER,GIFT_CARD,SAME_DAY,LOYALTY,TABLET,Mobile Safari
122000450,2021-02-04T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC6504,b5760644-e7cf-400e-affb-ab9d2c10cacb,holiday_2024,direct,affiliate,customer6563@email.com,Fulfilled,ALT744693,CALL_CENTER,PAYPAL,PICKUP,RETURNING,APP,Chrome
122000451,2022-05-26T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC7586,c89f5dcd-a0d0-443c-a311-0cdeb38dfc73,new_year,social,bing,customer2506@email.com,Processing,ALT985194,WEBSITE,APPLE_PAY,OVERNIGHT,VIP,DESKTOP,Mobile Safari
122000452,2025-04-30T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC5945,659d7dbc-adca-4174-a5ab-76e62f7c9889,black_friday,cpc,newsletter,customer9846@email.com,Fulfilled,ALT309795,IN_STORE,GIFT_CARD,OVERNIGHT,LOYALTY,MOBILE,Chrome
122000453,2025-10-15T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC4489,9193c71f-1b67-4c0f-814b-1d709c38facc,cyber_monday,referral,newsletter,customer5389@email.com,Processing,ALT658596,IN_STORE,APPLE_PAY,STANDARD,RETURNING,TABLET,Edge
122000454,2021-08-28T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC8133,7b5aa31d-a3b9-4687-a8b3-15e96d3431d2,holiday_2024,cpc,affiliate,customer2055@email.com,Processing,ALT313446,IN_STORE,PAYPAL,OVERNIGHT,RETURNING,TABLET,Mobile Safari
122000455,2022-08-25T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC4144,d8e458ff-0b0f-4483-a353-0f6e27e12172,spring_sale,social,affiliate,customer6087@email.com,Pending,ALT608960,IN_STORE,GIFT_CARD,STANDARD,RETURNING,MOBILE,Firefox
122000456,2021-07-12T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC1691,5f877be9-68be-416a-8fdd-b07c22ab3429,cyber_monday,organic,affiliate,customer1326@email.com,Fulfilled,ALT188006,CALL_CENTER,APPLE_PAY,OVERNIGHT,NEW,APP,Firefox
122000457,2021-01-04T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC4867,98589cb8-3d5a-4237-9625-b5f324447256,spring_sale,direct,twitter,customer9196@email.com,Fulfilled,ALT647312,CALL_CENTER,GIFT_CARD,STANDARD,RETURNING,DESKTOP,Firefox
122000458,2023-09-10T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC4865,d45a2203-f9c0-492f-9115-d0a4fe16dbf0,holiday_2024,social,facebook,customer2750@email.com,Fulfilled,ALT324509,CALL_CENTER,GIFT_CARD,PICKUP,VIP,DESKTOP,Edge
122000459,2024-03-14T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC9941,a5d1009c-64f1-40e0-a53d-b8bea42e5d9d,holiday_2024,organic,twitter,customer5036@email.com,Fulfilled,ALT922370,MOBILE_APP,PAYPAL,PICKUP,VIP,TABLET,Chrome
122000460,2020-05-22T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC4926,3317cec6-46bd-40a2-903c-87f3c65eefaf,fall_clearance,direct,newsletter,customer6067@email.com,Processing,ALT834649,CALL_CENTER,CREDIT_CARD,SAME_DAY,RETURNING,APP,Edge
122000461,2020-02-02T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC5929,6b0291ab-9273-47a0-8f56-96e4248067eb,spring_sale,social,instagram,customer4446@email.com,Cancelled,ALT268010,IN_STORE,PAYPAL,PICKUP,NEW,TABLET,Chrome
122000462,2025-07-06T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC7920,3d7819a3-2e9f-4528-8233-43edcb63ca4b,new_year,email,affiliate,customer3627@email.com,Processing,ALT373646,WEBSITE,PAYPAL,PICKUP,VIP,APP,Chrome
122000463,2020-08-01T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC3229,61585ab1-3ac1-4b78-96b9-f606b92779ae,spring_sale,organic,facebook,customer6006@email.com,Fulfilled,ALT703779,WEBSITE,CREDIT_CARD,EXPRESS,RETURNING,MOBILE,Mobile Safari
122000464,2024-08-07T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC8837,52f1c176-6f88-41c9-bd9d-c2bc158ea43b,new_year,referral,facebook,customer5270@email.com,Fulfilled,ALT820861,CALL_CENTER,PAYPAL,EXPRESS,NEW,APP,Firefox
122000465,2022-01-15T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC1339,b61d184d-5462-44fd-85ac-5e6e61da8ab7,spring_sale,direct,twitter,customer4747@email.com,Fulfilled,ALT584887,MOBILE_APP,PAYPAL,EXPRESS,NEW,APP,Mobile Safari
122000466,2024-10-22T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC7028,40217dc9-fdba-488e-bfc0-69cb11a8815e,summer_promo,direct,google,customer1231@email.com,Processing,ALT651380,IN_STORE,GIFT_CARD,PICKUP,NEW,MOBILE,Safari
122000467,2022-02-19T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC9096,98216fe3-15e1-4995-bd14-f8c01dc1b352,holiday_2024,social,newsletter,customer4385@email.com,Shipped,ALT326037,CALL_CENTER,DEBIT_CARD,PICKUP,RETURNING,APP,Safari
122000468,2020-04-27T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC8388,b1f2ac05-0d2d-462d-8792-b9f88ac7c859,summer_promo,cpc,bing,customer8506@email.com,Fulfilled,ALT110821,IN_STORE,DEBIT_CARD,OVERNIGHT,LOYALTY,MOBILE,Edge
122000469,2024-09-29T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC2561,93006dfd-d375-48b7-934c-5ee9b68c0ab8,black_friday,email,google,customer6453@email.com,Fulfilled,ALT593808,CALL_CENTER,APPLE_PAY,SAME_DAY,NEW,DESKTOP,Firefox
122000470,2025-08-28T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC7076,cbf24c9f-81be-4654-99fe-bccc4f3004a3,summer_promo,direct,google,customer3938@email.com,Fulfilled,ALT278117,IN_STORE,PAYPAL,PICKUP,RETURNING,DESKTOP,Firefox
122000471,2024-11-08T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC1723,12bb3afc-082d-44e0-b3c5-104cc948fcdd,summer_promo,organic,affiliate,customer5603@email.com,Processing,ALT478108,IN_STORE,PAYPAL,OVERNIGHT,VIP,TABLET,Edge
122000472,2021-11-06T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC8208,7e6d4cc8-a136-4cc5-a765-0d570fab612b,spring_sale,social,facebook,customer1894@email.com,Fulfilled,ALT292037,WEBSITE,GIFT_CARD,OVERNIGHT,RETURNING,APP,Edge
122000473,2021-04-20T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC6841,9be5d7b6-bcc8-4529-aeea-40dc694aaa3b,cyber_monday,direct,newsletter,customer8499@email.com,Pending,ALT217955,MOBILE_APP,CREDIT_CARD,OVERNIGHT,NEW,MOBILE,Firefox
122000474,2022-01-09T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC4479,71c0ea00-2bef-4431-8dec-08fbb6856951,black_friday,email,bing,customer3958@email.com,Pending,ALT180567,MOBILE_APP,GIFT_CARD,STANDARD,VIP,DESKTOP,Firefox
